universidad,estado_fuente,url_altillo,url_oficial,pagina_fuente
Escuela de Medicina Alternativa (EMA),Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Escuela_de_Medicina_Alternativa_EMA.asp,https://ema.edu.mx/,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Escuela de Medicina José Bernardo Gutiérrez de Lara,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Escuela_de_Medicina_Jose_Bernardo_Gutierrez_de_Lara.asp,,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Escuela de Medicina Tominaga Nakamoto,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Escuela_de_Medicina_Tominaga_Nakamoto.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Escuela de Música del Estado de Hidalgo,Hidalgo,https://www.altillo.com/universidades/mexico/de/hidalgo/Escuela_de_Musica_del_Estado_de_Hidalgo.asp,http://www.emeh.edu.mx,https://www.altillo.com/universidades/mexico/de/hidalgo.asp
Escuela de Negocios del Pacifico (ENEPAC),Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/escuela_de_Negocios_del_Pacifico_ENEPAC.asp,http://www.anjor.com.mx/enepac/index.htm,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Escuela de Negocios del Pacífico,Bajacalifornia,https://www.altillo.com/universidades/mexico/de/bajacalifornia/Escuela_de_Negocios_del_Pacifico.asp,https://www.escueladenegociosdelpacifico.com,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Escuela de Periodismo Carlos Septién García,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_de_Periodismo_Carlos_Septien_Garcia.asp,http://www.septien.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
"Escuela de Pintura, Escultura y Artesanías",Durango,https://www.altillo.com/universidades/mexico/de/durango/Escuela_de_Pintura_Escultura_y_Artesanias.asp,https://epea.ujed.mx,https://www.altillo.com/universidades/mexico/de/durango.asp
Escuela de Posgrado de Homeopatía de México,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_de_Posgrado_de_Homeopatia_de_Mexico.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela de Posgrados En Educación Integral (EPEI),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Escuela_de_Posgrados_En_Educacion_Integral.asp,http://www.epei.mx,https://www.altillo.com/universidades/mexico/de/puebla.asp
Escuela de Postgrado de Normal Superior de Tamaulipas,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Escuela_de_Postgrado_de_Normal_Superior_de_Tamaulipas.asp,http://www.normalsuperiordetamaulipas.edu.mx/posgrados/,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
Escuela de Psicologia y Pedagogia Sigmund Freud,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Escuela_de_Psicologia_y_Pedagogia_Sigmund_Freud.asp,,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Escuela de Publicidad y Comunicación Thompson (EPCOT),Nuevoleon,https://www.altillo.com/universidades/mexico/de/nuevoleon/Escuela_de_Publicidad_y_Comunicacion_Thompson_EPCOT.asp,http://www.epcot.edu.mx,https://www.altillo.com/universidades/mexico/de/nuevoleon.asp
Escuela De Puericultura Del Sureste Dr. Manuel Acevedo Ruiz Del Hoyo,Campeche,https://www.altillo.com/universidades/mexico/de/campeche/Escuela_De_Puericultura_Del_Sureste_Dr_Manuel_Acevedo_Ruiz_Del_Hoyo.asp,,https://www.altillo.com/universidades/mexico/de/campeche.asp
Escuela de Terapia Física del DIF,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Escuela_de_Terapia_Fisica_del_DIF.asp,http://www.difchiapas.gob.mx/,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Escuela de Terapia Física Dr. Alfonso Tohen Zamudio,Quintanaroo,https://www.altillo.com/universidades/mexico/de/quintanaroo/Escuela_de_Terapia_Fisica_Dr_Alfonso_Tohen_Zamudio.asp,,https://www.altillo.com/universidades/mexico/de/quintanaroo.asp
Escuela de Terapias del Cree del Difem,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Escuela_de_Terapias_del_Cree_del_Difem.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Escuela de Trabajo Social,Bajacalifornia,https://www.altillo.com/universidades/mexico/Escuela_de_Trabajo_Social.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2697,https://www.altillo.com/universidades/mexico/de/bajacalifornia.asp
Escuela de Trabajo Social,Tamaulipas,https://www.altillo.com/universidades/mexico/de/tamaulipas/Escuela_de_Trabajo_Social.asp,https://www.etst.edu.mx/,https://www.altillo.com/universidades/mexico/de/tamaulipas.asp
"Escuela de Trabajo Social Chiquitines, A.C.",Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Escuela_de_Trabajo_Social_Chiquitines_AC.asp,http://www.chiquitinesac.com.mx,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Escuela de Trabajo Social de Zacatecas,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Escuela_de_Trabajo_Social_de_Zacatecas.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=3829,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Escuela de Trabajo Social del Estado de Chihuahua,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Escuela_de_Trabajo_Social_del_Estado_de_Chihuahua.asp,http://www.etschihuahua.edu.mx/,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Escuela de Tráfico y Tramitación Aduanal (ETTA),Distritofederal,https://www.altillo.com/universidades/mexico/de/estadodemexico/Escuela_de_Trafico_y_Tramitacion_Aduanal_ETTA.asp,http://www.etta.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela de Turismo República de México,Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Escuela_de_Turismo_Republica_de_Mexico.asp,,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Escuela de Turismo Tecnología Turística Total (TTTAC),Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Escuela_de_Turismo_Tecnologia_Turistica_Total_TTTAC.asp,https://www.tttac.com,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Escuela de Técnicos en Radiología,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_de_Tecnicos_En_Radiologia.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela en Ciencias de la Educación Rafael Ramírez,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Escuela_en_Ciencias_de_la_Educacion_Rafael_Ramirez.asp,,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Escuela en Terapia Física y Rehabilitación,Tlaxcala,https://www.altillo.com/universidades/mexico/de/tlaxcala/Escuela_en_Terapia_Fisica_y_Rehabilitacion.asp,,https://www.altillo.com/universidades/mexico/de/tlaxcala.asp
Escuela Especial de Bellas Artes (EESBA),Nayarit,https://www.altillo.com/universidades/mexico/de/nayarit/Escuela_Especial_de_Bellas_Artes_EESBA.asp,http://www.eesba.edu.mx,https://www.altillo.com/universidades/mexico/de/nayarit.asp
Escuela Especial Folklorica Tepic,Nayarit,https://www.altillo.com/universidades/mexico/de/nayarit/Escuela_Especial_Folklorica_Tepic.asp,http://www.danzafolkloricatepic.edu.mx,https://www.altillo.com/universidades/mexico/de/nayarit.asp
Escuela Gastronómica Internacional,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Escuela_Gastronomica_Internacional.asp,,https://www.altillo.com/universidades/mexico/de/puebla.asp
Escuela Gestalt de Arte y Diseño de Tuxtla,Chiapas,https://www.altillo.com/universidades/mexico/de/chiapas/Escuela_Gestalt_de_Arte_y_Diseno_de_Tuxtla.asp,http://www.escuelagestalt.edu.mx,https://www.altillo.com/universidades/mexico/de/chiapas.asp
Escuela Homeópatas Puros,Jalisco,https://www.altillo.com/universidades/mexico/de/jalisco/Escuela_Homeopatas_Puros.asp,http://homeopataspuros.com.mx/,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Escuela Ignacio Comonfort,Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Escuela_Ignacio_Comonfort.asp,,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Escuela Internacional de Chefs,Yucatan,https://www.altillo.com/universidades/mexico/de/yucatan/Escuela_Internacional_de_Chefs.asp,http://www.chefinternacional.com,https://www.altillo.com/universidades/mexico/de/yucatan.asp
Escuela Internacional de derecho y Jurisprudencia (EIDJ),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Internacional_de_derecho_y_Jurisprudencia_EIDJ.asp,http://www.eidj.edu.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Internacional de Turismo (EIT),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Internacional_de_Turismo.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=434,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Internacional de Turismo (EIT),Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Escuela_Internacional_de_Turismo_Campus_Toluca_EIT.asp,http://www.unipro.edu.mx,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Escuela Jacobea de Posgrado,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Escuela_Jacobea_de_Posgrado.asp,http://www.jacobea.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Escuela Judicial del Estado de Campeche,Campeche,https://www.altillo.com/universidades/mexico/de/campeche/Escuela_Judicial_del_Estado_de_Campeche.asp,https://ejecamp.edu.mx,https://www.altillo.com/universidades/mexico/de/campeche.asp
Escuela Judicial del Estado de México,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Escuela_Judicial_del_Estado_de_Mexico.asp,http://www.pjedomex.gob.mx/ejem,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Escuela Judicial del Tribunal Superior de Justicia del Estado,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Escuela_Judicial_del_Tribunal_Superior_de_Justicia_del_Estado.asp,,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Escuela Jurídica y Forense del Sureste,Estadodemexico,https://www.altillo.com/universidades/mexico/de/estadodemexico/Escuela_Juridica_y_Forense_del_Sureste.asp,,https://www.altillo.com/universidades/mexico/de/estadodemexico.asp
Escuela laboratorio de Teatro la Rueca,Morelos,https://www.altillo.com/universidades/mexico/de/morelos/Escuela_laboratorio_de_Teatro_la_Rueca.asp,,https://www.altillo.com/universidades/mexico/de/morelos.asp
Escuela Latinoamericana de Educación en Salud Integrativa (ELAESI),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Latinoamericana_de_Educacion_En_Salud_Integrativa_ELAESI.asp,http://www.elaesi.mx,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Libre de Arte y Diseño (ELAD),Oaxaca,https://www.altillo.com/universidades/mexico/de/oaxaca/Escuela_Libre_de_Arte_y_Diseño_ELAD.asp,http://www.elad.edu.mx,https://www.altillo.com/universidades/mexico/de/oaxaca.asp
Escuela Libre de Cs. Políticas y Adm. Pública de Oriente (ELCPAPO),Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Escuela_Libre_de_Ciencias_Politicas_y_Administracion_Publica_de_Oriente_ELCPAPO.asp,http://www.elcpapo.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Escuela Libre de Derecho (ELD),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Libre_de_Derecho_ELD.asp,http://www.eld.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Libre de Derecho de la Ciudad de Veracruz,Veracruz,https://www.altillo.com/universidades/mexico/de/veracruz/Escuela_Libre_de_Derecho_de_la_Ciudad_de_Veracruz.asp,http://www.libredederechoveracruz.edu.mx,https://www.altillo.com/universidades/mexico/de/veracruz.asp
Escuela Libre de Derecho de Puebla (ELDP),Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Escuela_Libre_de_Derecho_de_Puebla_ELDP.asp,http://www.eldp.edu.mx/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Escuela Libre de Derecho de Sinaloa,Sinaloa,https://www.altillo.com/universidades/mexico/de/sinaloa/escuela_libre_de_derecho_de_Sinaloa.asp,https://libresinaloa.edu.mx,https://www.altillo.com/universidades/mexico/de/sinaloa.asp
Escuela Libre de Derecho y Administración,Jalisco,https://www.altillo.com/universidades/mexico/de/estadodemexico/Escuela_Libre_de_derecho_y_Administracion.asp,http://www.etta.edu.mx/,https://www.altillo.com/universidades/mexico/de/jalisco.asp
Escuela Libre de Homeopatía de México,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Libre_de_Homeopatia_de_Mexico.asp,http://www.escuelalibredehomeopatia.com.mx/#hashslider,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Libre de Negocios,Queretaro,https://www.altillo.com/universidades/mexico/de/queretaro/Escuela_Libre_de_Negocios.asp,http://www.escuelalibredenegocios.edu.mx,https://www.altillo.com/universidades/mexico/de/queretaro.asp
Escuela Libre de Odontología,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Libre_de_Odontologia.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Libre de Psicología,Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Escuela_Libre_de_Psicologia.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=2446,https://www.altillo.com/universidades/mexico/de/chihuahua.asp
Escuela Libre de Psicología,Puebla,https://www.altillo.com/universidades/mexico/de/puebla/Escuela_Libre_de_Psicologia.asp,https://www.libredepsicologia.com/,https://www.altillo.com/universidades/mexico/de/puebla.asp
Escuela Libre de Psicología (ELPAC),Chihuahua,https://www.altillo.com/universidades/mexico/de/chihuahua/Escuela_Libre_de_Psicologia_ELPAC.asp,http://www.each.itgo.com/,https://www.altillo.com/universidades/mexico/de/municipio_chihua_chihuahua.asp
Escuela Mexicana de Psicoanálisis,Zacatecas,https://www.altillo.com/universidades/mexico/de/zacatecas/Escuela_Mexicana_de_Psicoanalisis.asp,http://www.escueladepsicoanalisis.edu.mx,https://www.altillo.com/universidades/mexico/de/zacatecas.asp
Escuela Mexicana de Turismo (EMT),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Mexicana_de_Turismo_EMT.asp,http://emturismo.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Mexicano-Argentina de Gastronomía,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Mexicano-Argentina_de_Gastronomia.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Mundial,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Mundial.asp,http://www.escuelamundial.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Nacional de Artes Plásticas,Distritofederal,https://www.altillo.com/universidades/mexico/Escuela_Nacional_de_Artes_Plasticas.asp,https://sic.cultura.gob.mx/ficha.php?table=universidad&table_id=1600,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Nacional de Biblioteconomía y Archivonomía,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Nacional_de_Biblioteconomia_y_Archivonomia.asp,https://www.enba.ipn.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Nacional de Entrenadores Deportivos (ENED),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Nacional_de_Entrenadores_Deportivos_ENED.asp,http://ened.conade.gob.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Nacional de Estudios Superiores,Guanajuato,https://www.altillo.com/universidades/mexico/Escuela_Nacional_de_Estudios_Superiores.asp,https://enes.unam.mx,https://www.altillo.com/universidades/mexico/de/guanajuato.asp
Escuela Nacional de Estudios Superiores Unidad Morelia (ENES),Michoacan,https://www.altillo.com/universidades/mexico/de/michoacan/Escuela_Nacional_de_Estudios_Superiores_Unidad_Morelia_ENES.asp,https://www.enesmorelia.unam.mx/,https://www.altillo.com/universidades/mexico/de/michoacan.asp
Escuela Nacional para Maestras de Jardines de Niños (ENMJN),Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Nacional_para_Maestras_de_Jardines_de_Ninos_ENMJN.asp,https://www.aefcm.gob.mx/dgenam/ENMJN/index.html,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Normal Amado Nervo y Profesor Eugenio Alcala,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Normal_Amado_Nervo_y_Profesor_Eugenio_Alcala.asp,,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Normal Bertha Von Glumer,Distritofederal,https://www.altillo.com/universidades/mexico/de/distritofederal/Escuela_Normal_Bertha_Von_Glumer.asp,https://ebvg.edu.mx/,https://www.altillo.com/universidades/mexico/de/distritofederal.asp
Escuela Normal de Calkini,Campeche,https://www.altillo.com/universidades/mexico/de/campeche/Escuela_Normal_de_Calkini.asp,,https://www.altillo.com/universidades/mexico/de/campeche.asp
